264649	403633	621064	23392	695973	460739	581209	661262	570905	261329	526555	803573
71335	871801	644278	653200	140187	78856	547021	526505	726326	574911	293056	81819
270284	411733	628747	318505	523589	250839	833015	249181	272616	416548	658587	313031
418702	688220	267466	756066	556684	160364	282438	397393	390630	517212	361534	619743
792248	358049	838483	69409	872489	705207	385990	408307	861443	272500	693653	830519
325281	778939	788598	555584	171683	785803	301036	146347	380556	599492	222608	546671
432034	427887	399200	316965	427930	899191	441162	107761	687978	781285	596299	367412
120829	473046	849062	830220	737435	135194	140405	636008	315542	556652	346852	54446
843716	795954	883560	540702	119689	490578	868622	466126	304859	51574	357893	721024
419183	665584	744741	70421	446351	656447	286397	411342	723921	631536	802255	638444
550600	231613	337822	39163	498279	205992	263582	242791	713673	223167	363176	510063
733197	755475	605278	865328	83384	592509	663516	871940	673766	704250	510979	206757
102972	681294	389348	169671	373122	131915	130637	607465	351128	532780	705494	443644
208616	883889	50530	432653	856312	357663	38194	864082	624018	476576	179734	228038
244581	209045	350582	429094	679197	270591	576840	857760	563870	192059	591068	573641
612296	852834	31835	483621	772514	304172	490691	805351	730179	772297	172120	139559
397980	166020	333344	749995	272476	741241	434398	544037	501026	33181	195724	441389
186	588871	139152	152980	343755	531631	597496	120137	82174	283321	240854	42306
580176	899235	671470	360613	499983	415157	821183	286294	890721	158568	20805	163028
226099	886957	243162	209768	772282	101653	539701	313005	615189	892812	714090	137493
268435	524705	266693	666853	529984	250551	493104	19170	5795	355643	526171	393587
22471	460976	495937	274360	232506	320520	55975	342943	120031	232085	75014	783473
600877	21528	114716	793266	714321	697110	77813	376428	615660	879192	155750	243927
735620	91338	659347	577160	98085	27421	746521	90848	68489	445080	736584	301184
60827	388310	730760	858664	371072	54296	560844	250041	303641	389017	258	454331
362932	663181	543917	762761	271820	353180	577951	166994	740302	47428	92821	155770
386022	361481	95186	655595	624809	164525	171371	111744	333814	593848	806113	415677
891168	684849	470754	847048	345535	256773	612751	718907	427614	638047	373325	842883
